index,random,reversed,almost,sorted
3161,6185,96493,1191,1191
3162,5862,96493,1191,1192
3163,2023,96492,1192,1193
3164,268,96492,1193,1193
3165,8297,96492,1193,1194
3166,7392,96492,1194,1194
3167,552,96492,1194,1194
3168,7239,96491,1194,1194
3169,6133,96487,1194,1195
3170,6830,96484,1195,1195
3171,8020,96483,1195,1195
3172,7946,96482,1195,1196
3173,7066,96481,1196,1196
3174,3289,96481,1196,1197
3175,2023,96480,1197,1197
3176,2758,96480,1197,1197
3177,8315,96476,1197,1198
3178,2893,96475,1198,1198
3179,209,96474,1198,1198
3180,6077,96474,1198,1199
3181,5093,96474,1199,1201
3182,1394,96471,1201,1201
3183,495,96470,1201,1202
3184,2782,96468,1202,1202
3185,4029,96468,1202,1203
3186,2473,96467,1203,1203
3187,614,96467,1203,1203
3188,503,96463,1203,1206
3189,591,96462,1206,1206
3190,6154,96461,1206,1206
3191,9620,96459,1206,1207
3192,6801,96459,1207,1207
3193,9942,96458,1207,1208
3194,2788,96457,1208,1208
3195,1761,96453,1208,1209
3196,2267,96453,1209,1211
3197,50,96453,1211,1211
3198,8636,96452,1211,1211
3199,5545,96452,1211,1212
3200,1805,96452,1212,1212
3201,1927,96451,1212,1212
3202,9286,96450,1212,1213
3203,3705,96450,1213,1214
3204,5847,96449,1214,1214
3205,76,96448,1214,1214
3206,4545,96447,1214,1216
3207,9977,96447,1216,1216
3208,4307,96446,1216,1217
3209,5171,96446,1217,1219
3210,6487,96444,1219,1219
3211,4356,96443,1219,1219
3212,1235,96443,1219,1219
3213,4408,96436,1219,1219
3214,6487,96435,1219,1220
3215,6572,96435,1220,1221
3216,3836,96434,1221,1222
3217,5741,96434,1222,1222
3218,6488,96434,1222,1223
3219,3496,96432,1223,1224
3220,3954,96431,1224,1224
3221,5534,96430,1224,1225
3222,3134,96428,1225,1225
3223,8063,96427,1225,1226
3224,4012,96426,1226,1226
3225,6789,96424,1226,1227
3226,7286,96422,1227,1227
3227,2921,96420,1227,1227
3228,2483,96418,1227,1227
3229,3692,96417,1227,1227
3230,4224,96417,1227,1228
3231,3231,96416,1228,1228
3232,4046,96415,1228,1229
3233,1206,96414,1229,1229
3234,4465,96413,1229,1229
3235,472,96412,1229,1229
3236,7738,96412,1229,1230
3237,5816,96411,1230,1230
3238,9606,96411,1230,1230
3239,7538,96411,1230,1230
3240,5464,96410,1230,1232
3241,9303,96408,1232,1232
3242,3071,96408,1232,1232
3243,720,96407,1232,1232
3244,3037,96406,1232,1232
3245,9008,96403,1232,1233
3246,287,96402,1233,1233
3247,8246,96400,1233,1234
3248,727,96400,1234,1235
3249,5853,96399,1235,1235
3250,5926,96397,1235,1235
3251,2806,96396,1235,1235
3252,5979,96395,1235,1235
3253,3319,96393,1235,1235
3254,3423,96393,1235,1236
3255,3088,96391,1236,1237
3256,8569,96391,1237,1238
3257,1273,96386,1238,1239
3258,8841,96386,1239,1240
3259,9668,96386,1240,1240
3260,9654,96386,1240,1241
3261,3275,96383,1241,1242
3262,6519,96378,1242,1242
3263,8670,96377,1242,1243
3264,8170,96372,1243,1243
3265,2389,96370,1243,1243
3266,5941,96370,1243,1243
3267,3312,96369,1243,1244
3268,7818,96367,1244,1244
3269,3349,96364,1244,1245
3270,7451,96360,1245,1245
3271,1154,96359,1245,1245
3272,274,96359,1245,1246
3273,6041,96358,1246,1246
3274,2290,96354,1246,1246
3275,7815,96354,1246,1247
3276,5986,96353,1247,1248
3277,1078,96353,1248,1248
3278,6063,96353,1248,1248
3279,8276,96352,1248,1249
3280,5197,96352,1249,1249
3281,7487,96351,1249,1250
3282,62,96351,1250,1251
3283,3295,96348,1251,1252
3284,7180,96348,1252,1252
3285,500,96347,1252,1252
3286,8590,96347,1252,1253
3287,5169,96345,1253,1254
3288,4744,96344,1254,1255
3289,1673,96343,1255,1256
3290,7867,96343,1256,1257
3291,718,96340,1257,1257
3292,3445,96338,1257,1258
3293,523,96337,1258,1260
3294,6060,96336,1260,1261
3295,9116,96333,1261,1261
3296,2929,96330,1261,1261
3297,7784,96328,1261,1262
3298,5520,96327,1262,1262
3299,1911,96327,1262,1262
3300,6999,96323,1262,1262
3301,2283,96321,1262,1262
3302,1451,96321,1262,1263
3303,842,96320,1263,1263
3304,9857,96320,1263,1263
3305,9205,96320,1263,1263
3306,1951,96317,1263,1264
3307,22,96316,1264,1265
3308,6643,96315,1265,1265
3309,8762,96315,1265,1265
3310,2530,96314,1265,1266
3311,8452,96314,1266,1266
3312,218,96313,1266,1267
3313,8195,96313,1267,1267
3314,4000,96311,1267,1268
3315,7031,96310,1268,1268
3316,7880,96309,1268,1269
3317,3078,96309,1269,1270
3318,2367,96308,1270,1271
3319,5693,96307,1271,1271
3320,3135,96304,1271,1272
3321,5221,96304,1272,1272
3322,7147,96304,1272,1273
3323,2699,96302,1273,1273
3324,3858,96301,1273,1273
3325,7236,96299,1273,1273
3326,6009,96298,1273,1276
3327,4242,96295,1276,1276
3328,4791,96294,1276,1279
3329,2669,96294,1279,1280
3330,1399,96293,1280,1280
3331,3697,96293,1280,1281
3332,5640,96292,1281,1281
3333,9464,96292,1281,1281
3334,8113,96290,1281,1282
3335,4545,96290,1282,1283
3336,5828,96290,1283,1283
3337,8963,96287,1283,1283
3338,8166,96281,1283,1284
3339,9288,96275,1284,1285
3340,726,96274,1285,1285
3341,8833,96273,1285,1285
3342,3995,96273,1285,1285
3343,7204,96272,1285,1285
3344,455,96269,1285,1285
3345,6093,96267,1285,1286
3346,8490,96266,1286,1286
3347,178,96265,1286,1286
3348,5152,96265,1286,1287
3349,122,96265,1287,1287
3350,9422,96265,1287,1288
3351,7116,96263,1288,1288
3352,7629,96263,1288,1289
3353,5640,96262,1289,1289
3354,1428,96260,1289,1291
3355,5753,96259,1291,1291
3356,7676,96259,1291,1291
3357,3700,96258,1291,1291
3358,3472,96258,1291,1291
3359,9258,96257,1291,1291
3360,7877,96257,1291,1293
3361,22,96256,1293,1293
3362,3730,96256,1293,1294
3363,2213,96255,1294,1294
3364,9009,96255,1294,1295
3365,5132,96254,1295,1295
3366,7974,96254,1295,1296
3367,3527,96254,1296,1296
3368,4749,96253,1296,1296
3369,8524,96252,1296,1296
3370,7563,96251,1296,1299
3371,8611,96250,1299,1299
3372,3612,96250,1299,1299
3373,6503,96249,1299,1299
3374,9677,96246,1299,1299
3375,3925,96245,1299,1299
3376,6803,96241,1299,1300
3377,6168,96239,1300,1300
3378,4545,96237,1300,1301
3379,6975,96236,1301,1301
3380,2138,96235,1301,1301
3381,7832,96234,1301,1302
3382,6721,96234,1302,1302
3383,4869,96233,1302,1303
3384,7886,96231,1303,1303
3385,4192,96229,1303,1303
3386,5494,96226,1303,1303
3387,1728,96225,1303,1304
3388,7346,96225,1304,1304
3389,6941,96224,1304,1305
3390,4339,96222,1305,1306
3391,1187,96221,1306,1307
3392,8621,96221,1307,1307
3393,804,96217,1307,1310
3394,5388,96217,1310,1310
3395,3305,96216,1310,1312
3396,1281,96216,1312,1312
3397,447,96215,1312,1313
3398,8910,96214,1313,1313
3399,2514,96213,1313,1315
3400,4122,96212,1315,1316
3401,9119,96211,1316,1316
3402,3000,96208,1316,1316
3403,7420,96206,1316,1316
3404,6114,96205,1316,1317
3405,643,96205,1317,1317
3406,969,96202,1317,1317
3407,1295,96202,1317,1318
3408,6810,96199,1318,1318
3409,7209,96198,1318,1320
3410,6803,96196,1320,1320
3411,5106,96195,1320,1320
3412,3085,96195,1320,1320
3413,5425,96194,1320,1322
3414,7270,96194,1322,1322
3415,4506,96192,1322,1323
3416,7211,96189,1323,1324
3417,9721,96185,1324,1325
3418,9262,96184,1325,1326
3419,4284,96184,1326,1327
3420,8240,96184,1327,1328
3421,5746,96183,1328,1328
3422,7720,96182,1328,1328
3423,1526,96181,1328,1328
3424,277,96181,1328,1329
3425,4063,96179,1329,1330
3426,259,96177,1330,1330
3427,4729,96175,1330,1331
3428,9080,96174,1331,1331
3429,9841,96172,1331,1332
3430,5018,96172,1332,1333
3431,3892,96172,1333,1334
3432,6883,96171,1334,1335
3433,8800,96170,1335,1335
3434,7885,96170,1335,1338
3435,6765,96169,1338,1338
3436,8858,96169,1338,1338
3437,7096,96169,1338,1338
3438,6830,96168,1338,1338
3439,6641,96167,1338,1339
3440,8509,96167,1339,1339
3441,8962,96165,1339,1340
3442,991,96164,1340,1340
3443,6655,96163,1340,1340
3444,275,96163,1340,1341
3445,9375,96162,1341,1341
3446,4429,96161,1341,1342
3447,9701,96158,1342,1342
3448,9329,96158,1342,1343
3449,1518,96154,1343,1344
3450,5312,96153,1344,1344
3451,4070,96150,1344,1344
3452,8897,96149,1344,1344
3453,1341,96148,1344,1344
3454,2054,96148,1344,1344
3455,1990,96147,1344,1345
3456,4003,96146,1345,1345
3457,9192,96146,1345,1346
3458,322,96145,1346,1346
3459,2800,96143,1346,1347
3460,4160,96142,1347,1347
3461,8463,96141,1347,1348
3462,6114,96140,1348,1349
3463,7836,96139,1349,1350
3464,5240,96138,1350,1352
3465,3027,96137,1352,1355
3466,4370,96136,1355,1356
3467,9442,96136,1356,1356
3468,5861,96135,1356,1356
3469,4083,96135,1356,1358
3470,5840,96133,1358,1358
3471,4047,96132,1358,1359
3472,3305,96129,1359,1360
3473,371,96128,1360,1360
3474,9111,96128,1360,1362
3475,4317,96127,1362,1364
3476,5020,96125,1364,1364
3477,7300,96125,1364,1365
3478,9108,96121,1365,1365
3479,296,96119,1365,1366
3480,448,96118,1366,1367
3481,109,96118,1367,1367
3482,7524,96118,1367,1367
3483,90,96117,1367,1367
3484,9007,96114,1367,1367
3485,1857,96113,1367,1369
3486,3325,96113,1369,1370
3487,805,96112,1370,1371
3488,3045,96112,1371,1372
3489,9768,96112,1372,1373
3490,3461,96109,1373,1374
3491,9418,96105,1374,1375
3492,1227,96103,1375,1375
3493,9768,96103,1375,1375
3494,5032,96103,1375,1375
3495,3770,96103,1375,1375
3496,9038,96103,1375,1376
3497,4418,96102,1376,1377
3498,1375,96102,1377,1378
3499,9148,96096,1378,1378
3500,5494,96095,1378,1378
3501,434,96094,1378,1379
3502,436,96093,1379,1379
3503,3325,96091,1379,1380
3504,1843,96091,1380,1381
3505,4288,96090,1381,1381
3506,632,96089,1381,1382
3507,4084,96089,1382,1383
3508,8471,96088,1383,1384
3509,5320,96088,1384,1384
3510,3104,96085,1384,1386
3511,9040,96084,1386,1387
3512,6804,96084,1387,1388
3513,5128,96084,1388,1388
3514,3672,96082,1388,1388
3515,996,96079,1388,1389
3516,8314,96076,1389,1389
3517,3723,96074,1389,1390
3518,9940,96074,1390,1390
3519,5505,96073,1390,1391
3520,8466,96072,1391,1391
3521,8542,96071,1391,1391
3522,5130,96068,1391,1391
3523,3160,96066,1391,1391
3524,3956,96065,1391,1392
3525,6140,96065,1392,1393
3526,8044,96062,1393,1393
3527,2594,96060,1393,1394
3528,9706,96059,1394,1394
3529,654,96056,1394,1394
3530,297,96052,1394,1394
3531,7504,96051,1394,1395
3532,6265,96050,1395,1396
3533,6946,96050,1396,1398
3534,1099,96050,1398,1398
3535,4008,96046,1398,1399
3536,9006,96046,1399,1399
3537,9885,96045,1399,1399
3538,9868,96045,1399,1399
3539,6600,96044,1399,1400
3540,6095,96043,1400,1400
3541,4152,96041,1400,1401
3542,2816,96041,1401,1401
3543,7317,96040,1401,1404
3544,1449,96040,1404,1404
3545,8757,96039,1404,1404
3546,962,96038,1404,1404
3547,8785,96036,1404,1404
3548,4755,96035,1404,1405
3549,817,96032,1405,1407
3550,2230,96032,1407,1407
3551,7738,96032,1407,1409
3552,1352,96032,1409,1409
3553,6864,96029,1409,1411
3554,7394,96025,1411,1413
3555,2523,96025,1413,1413
3556,428,96020,1413,1413
3557,3218,96020,1413,1414
3558,4428,96018,1414,1414
3559,3028,96018,1414,1414
3560,9636,96018,1414,1416
3561,6025,96018,1416,1417
3562,5616,96017,1417,1418
3563,1019,96014,1418,1418
3564,8453,96014,1418,1418
3565,2509,96013,1418,1421
3566,8199,96013,1421,1423
3567,5859,96012,1423,1425
3568,3135,96011,1425,1425
3569,9293,96010,1425,1425
3570,3558,96010,1425,1427
3571,6836,96009,1427,1428
3572,5724,96008,1428,1428
3573,9188,96005,1428,1429
3574,2208,96001,1429,1429
3575,5795,96000,1429,1429
3576,3104,95999,1429,1430
3577,2489,95999,1430,1431
3578,5653,95999,1431,1432
3579,1211,95999,1432,1432
3580,2831,95995,1432,1432
3581,2299,95995,1432,1432
3582,1393,95995,1432,1433
3583,2172,95993,1433,1434
3584,8650,95992,1434,1435
3585,461,95992,1435,1436
3586,4022,95991,1436,1437
3587,7217,95990,1437,1437
3588,7477,95988,1437,1437
3589,8362,95987,1437,1437
3590,90,95985,1437,1439
3591,8415,95977,1439,1439
3592,6089,95976,1439,1441
3593,4645,95976,1441,1441
3594,6045,95975,1441,1441
3595,253,95975,1441,1442
3596,9691,95975,1442,1442
3597,8811,95974,1442,1442
3598,2752,95972,1442,1443
3599,8949,95972,1443,1444
3600,9900,95972,1444,1444
3601,3045,95970,1444,1445
3602,2402,95963,1445,1445
3603,209,95962,1445,1445
3604,4307,95960,1445,1446
3605,6717,95959,1446,1446
3606,9618,95958,1446,1447
3607,2284,95958,1447,1448
3608,470,95956,1448,1448
3609,3216,95956,1448,1449
3610,7100,95954,1449,1449
3611,7708,95953,1449,1450
3612,6925,95952,1450,1450
3613,3045,95950,1450,1451
3614,3843,95950,1451,1451
3615,8439,95949,1451,1451
3616,4037,95947,1451,1451
3617,8149,95946,1451,1451
3618,8450,95946,1451,1451
3619,689,95944,1451,1451
3620,2341,95943,1451,1454
3621,2670,95942,1454,1454
3622,9429,95941,1454,1454
3623,3539,95940,1454,1455
3624,2264,95940,1455,1455
3625,7858,95939,1455,1456
3626,742,95939,1456,1456
3627,1599,95938,1456,1456
3628,4297,95938,1456,1456
3629,1606,95937,1456,1457
3630,4435,95936,1457,1457
3631,4519,95934,1457,1458
3632,8393,95934,1458,1459
3633,5423,95933,1459,1459
3634,8623,95924,1459,1462
3635,9850,95924,1462,1463
3636,1995,95923,1463,1463
3637,8182,95923,1463,1464
3638,8946,95922,1464,1465
3639,9170,95918,1465,1466
3640,5339,95918,1466,1467
3641,2403,95916,1467,1468
3642,4148,95914,1468,1468
3643,989,95913,1468,1469
3644,865,95911,1469,1469
3645,8815,95910,1469,1470
3646,3446,95910,1470,1470
3647,7081,95908,1470,1470
3648,7202,95906,1470,1470
3649,4202,95905,1470,1471
3650,3743,95905,1471,1472
3651,2619,95904,1472,1473
3652,3549,95903,1473,1473
3653,20,95903,1473,1474
3654,6408,95902,1474,1474
3655,503,95902,1474,1474
3656,2375,95902,1474,1475
3657,3188,95899,1475,1476
3658,251,95899,1476,1476
3659,7475,95899,1476,1476
3660,2092,95898,1476,1477
3661,8501,95897,1477,1477
3662,2357,95896,1477,1477
3663,2599,95895,1477,1477
3664,8279,95894,1477,1478
3665,9779,95893,1478,1478
3666,2595,95892,1478,1478
3667,5055,95891,1478,1479
3668,7970,95891,1479,1479
3669,2036,95890,1479,1480
3670,7613,95889,1480,1481
3671,4663,95889,1481,1481
3672,1705,95888,1481,1482
3673,1846,95886,1482,1482
3674,9505,95886,1482,1483
3675,1905,95886,1483,1484
3676,8143,95885,1484,1484
3677,9262,95885,1484,1484
3678,330,95884,1484,1485
3679,7807,95883,1485,1485
3680,5641,95883,1485,1486
3681,7906,95881,1486,1488
3682,8390,95881,1488,1488
3683,4814,95879,1488,1489
3684,7946,95876,1489,1489
3685,3840,95875,1489,1489
3686,7746,95874,1489,1489
3687,4101,95872,1489,1490
3688,4654,95872,1490,1490
3689,6475,95870,1490,1491
3690,4312,95867,1491,1491
3691,3051,95867,1491,1492
3692,8933,95867,1492,1492
3693,7636,95866,1492,1492
3694,5974,95866,1492,1493
3695,554,95863,1493,1494
3696,3855,95861,1494,1494
3697,2770,95860,1494,1496
3698,3687,95853,1496,1497
3699,1530,95852,1497,1497
3700,2145,95850,1497,1499
3701,7240,95849,1499,1500
3702,595,95849,1500,1500
3703,9669,95848,1500,1500
3704,3653,95848,1500,1500
3705,8507,95842,1500,1500
3706,7834,95841,1500,1501
3707,1568,95841,1501,1502
3708,9560,95840,1502,1505
3709,5648,95840,1505,1506
3710,5107,95839,1506,1507
3711,4079,95837,1507,1507
3712,1646,95837,1507,1507
3713,3642,95836,1507,1508
3714,9027,95834,1508,1508
3715,6169,95832,1508,1508
3716,7591,95832,1508,1508
3717,8217,95831,1508,1508
3718,8026,95830,1508,1508
3719,3320,95829,1508,1509
3720,7695,95829,1509,1510
3721,7933,95827,1510,1512
3722,1123,95826,1512,1512
3723,1594,95824,1512,1513
3724,8307,95824,1513,1513
3725,7113,95823,1513,1513
3726,8797,95822,1513,1513
3727,6036,95819,1513,1513
3728,7345,95817,1513,1514
3729,7356,95816,1514,1514
3730,698,95815,1514,1514
3731,8489,95814,1514,1515
3732,6314,95814,1515,1516
3733,1147,95814,1516,1517
3734,2753,95814,1517,1518
3735,4853,95813,1518,1519
3736,7485,95812,1519,1520
3737,5337,95812,1520,1521
3738,6555,95811,1521,1521
3739,1479,95810,1521,1521
3740,2680,95810,1521,1522
3741,1384,95810,1522,1523
3742,2117,95807,1523,1523
3743,9753,95806,1523,1523
3744,7133,95805,1523,1523
3745,9159,95804,1523,1523
3746,9277,95803,1523,1523
3747,286,95801,1523,1524
3748,3088,95801,1524,1524
3749,4757,95801,1524,1524
3750,1020,95801,1524,1524
3751,6525,95800,1524,1525
3752,1652,95798,1525,1526
3753,1745,95798,1526,1526
3754,8240,95797,1526,1527
3755,4437,95797,1527,1529
3756,8029,95796,1529,1529
3757,7036,95796,1529,1530
3758,4453,95796,1530,1530
3759,411,95794,1530,1530
3760,1650,95792,1530,1531
3761,3378,95790,1531,1531
3762,5174,95790,1531,1532
3763,4034,95789,1532,1533
3764,305,95789,1533,1533
3765,506,95788,1533,1535
3766,954,95787,1535,1536
3767,2566,95787,1536,1536
3768,1802,95787,1536,1536
3769,4632,95786,1536,1540
3770,3239,95784,1540,1540
3771,3325,95784,1540,1541
3772,9778,95783,1541,1541
3773,5998,95783,1541,1542
3774,4939,95781,1542,1543
3775,3019,95781,1543,1544
3776,5642,95779,1544,1544
3777,2019,95779,1544,1545
3778,4244,95778,1545,1545
3779,7516,95774,1545,1545
3780,6850,95774,1545,1546
3781,2089,95773,1546,1546
3782,8083,95770,1546,1547
3783,9394,95770,1547,1547
3784,5989,95769,1547,1548
3785,3828,95767,1548,1548
3786,311,95767,1548,1548
3787,7300,95766,1548,1549
3788,4646,95764,1549,1549
3789,9053,95763,1549,1549
3790,8445,95761,1549,1551
3791,7585,95760,1551,1551
3792,1614,95759,1551,1551
3793,3654,95757,1551,1551
3794,5865,95756,1551,1552
3795,3851,95754,1552,1553
3796,3297,95752,1553,1553
3797,7668,95752,1553,1554
3798,2003,95752,1554,1554
3799,8014,95750,1554,1555
3800,3257,95750,1555,1555
3801,753,95749,1555,1556
3802,6539,95748,1556,1556
3803,5931,95746,1556,1556
3804,4962,95744,1556,1557
3805,5629,95742,1557,1557
3806,5669,95741,1557,1557
3807,6637,95739,1557,1557
3808,3645,95737,1557,1558
3809,9048,95736,1558,1559
3810,9486,95735,1559,1559
3811,4463,95735,1559,1560
3812,985,95734,1560,1561
3813,9285,95733,1561,1561
3814,4612,95733,1561,1562
3815,5947,95732,1562,1562
3816,1096,95730,1562,1563
3817,4254,95729,1563,1563
3818,7655,95728,1563,1563
3819,4721,95724,1563,1563
3820,3097,95722,1563,1564
3821,6125,95722,1564,1564
3822,1598,95721,1564,1565
3823,1263,95720,1565,1565
3824,6547,95719,1565,1565
3825,9605,95718,1565,1565
3826,7690,95718,1565,1566
3827,2704,95716,1566,1566
3828,5734,95716,1566,1566
3829,9395,95715,1566,1566
3830,7119,95712,1566,1568
3831,693,95711,1568,1568
3832,9372,95711,1568,1568
3833,3581,95710,1568,1569
3834,3044,95709,1569,1570
3835,3793,95702,1570,1570
3836,553,95702,1570,1571
3837,5850,95701,1571,1571
3838,1997,95699,1571,1572
3839,6389,95698,1572,1573
3840,2718,95698,1573,1574
3841,2421,95698,1574,1574
3842,2093,95697,1574,1575
3843,7694,95696,1575,1575
3844,2665,95691,1575,1575
3845,2807,95690,1575,1575
3846,9423,95689,1575,1576
3847,2103,95689,1576,1577
3848,8481,95689,1577,1577
3849,1721,95688,1577,1577
3850,6406,95685,1577,1578
3851,5637,95684,1578,1578
3852,5204,95684,1578,1579
3853,8836,95683,1579,1580
3854,5089,95682,1580,1581
3855,3271,95681,1581,1582
3856,4821,95681,1582,1582
3857,723,95680,1582,1583
3858,4208,95680,1583,1584
3859,7870,95677,1584,1584
3860,6763,95677,1584,1584
3861,1808,95677,1584,1584
3862,8140,95675,1584,1586
3863,5071,95675,1586,1586
3864,4115,95674,1586,1586
3865,5824,95671,1586,1587
3866,7703,95671,1587,1590
3867,741,95670,1590,1591
3868,6513,95670,1591,1592
3869,8601,95667,1592,1593
3870,6310,95666,1593,1593
3871,4417,95666,1593,1594
3872,4898,95665,1594,1595
3873,4643,95662,1595,1595
3874,12,95661,1595,1595
3875,6631,95659,1595,1596
3876,6408,95659,1596,1596
3877,4440,95657,1596,1597
3878,6596,95655,1597,1597
3879,3669,95654,1597,1597
3880,4372,95651,1597,1598
3881,9873,95651,1598,1598
3882,381,95650,1598,1599
3883,9763,95647,1599,1599
3884,3465,95647,1599,1599
3885,5146,95647,1599,1599
3886,2437,95646,1599,1599
3887,1956,95646,1599,1599
3888,4994,95644,1599,1600
3889,389,95644,1600,1600
3890,6502,95642,1600,1600
3891,2747,95641,1600,1601
3892,5967,95637,1601,1601
3893,1980,95637,1601,1602
3894,6103,95636,1602,1602
3895,4959,95635,1602,1603
3896,1698,95635,1603,1604
3897,1710,95635,1604,1604
3898,6494,95634,1604,1605
3899,553,95634,1605,1606
3900,294,95633,1606,1607
3901,4700,95632,1607,1608
3902,2009,95632,1608,1608
3903,9645,95631,1608,1609
3904,9223,95631,1609,1609
3905,516,95629,1609,1610
3906,9222,95627,1610,1610
3907,5849,95625,1610,1611
3908,2565,95625,1611,1612
3909,5418,95625,1612,1612
3910,8187,95624,1612,1612
3911,6413,95624,1612,1612
3912,8629,95624,1612,1613
3913,9485,95623,1613,1614
3914,9114,95622,1614,1614
3915,6900,95620,1614,1615
3916,2516,95620,1615,1615
3917,8434,95619,1615,1615
3918,7777,95618,1615,1617
3919,7938,95617,1617,1618
3920,2873,95615,1618,1618
3921,2984,95611,1618,1619
3922,7412,95610,1619,1620
3923,5730,95607,1620,1622
3924,3278,95607,1622,1622
3925,4144,95607,1622,1622
3926,6084,95606,1622,1623
3927,9559,95606,1623,1624
3928,9667,95604,1624,1625
3929,2359,95603,1625,1625
3930,2040,95603,1625,1627
3931,2731,95601,1627,1627
3932,7051,95601,1627,1627
3933,4132,95600,1627,1627
3934,7678,95599,1627,1628
3935,6436,95599,1628,1628
3936,8403,95599,1628,1628
3937,3060,95597,1628,1628
3938,682,95597,1628,1629
3939,4424,95596,1629,1629
3940,8497,95595,1629,1629
3941,1178,95595,1629,1630
3942,1957,95595,1630,1631
3943,4110,95593,1631,1631
3944,6951,95591,1631,1632
3945,5906,95591,1632,1634
3946,3703,95591,1634,1634
3947,9922,95587,1634,1635
3948,4738,95586,1635,1635
3949,6198,95586,1635,1636
3950,3712,95586,1636,1636
3951,3934,95582,1636,1637
3952,7784,95582,1637,1637
3953,9431,95582,1637,1637
3954,4734,95581,1637,1639
3955,6485,95580,1639,1639
3956,7407,95580,1639,1640
3957,3475,95579,1640,1640
3958,458,95578,1640,1641
3959,2260,95578,1641,1642
3960,8621,95575,1642,1642
3961,8478,95573,1642,1642
3962,6764,95572,1642,1642
3963,8124,95571,1642,1642
3964,1185,95571,1642,1642
3965,8262,95571,1642,1643
3966,4363,95570,1643,1645
3967,4696,95569,1645,1645
3968,553,95569,1645,1645
3969,3589,95568,1645,1645
3970,8813,95568,1645,1645
3971,6249,95567,1645,1646
3972,4790,95564,1646,1646
3973,1169,95563,1646,1646
3974,4143,95561,1646,1647
3975,5926,95561,1647,1647
3976,2559,95561,1647,1647
3977,7452,95559,1647,1649
3978,9792,95558,1649,1649
3979,2289,95558,1649,1650
3980,7135,95558,1650,1650
3981,964,95556,1650,1650
3982,8649,95556,1650,1651
3983,6066,95555,1651,1651
3984,4212,95554,1651,1651
3985,1493,95554,1651,1652
3986,2221,95553,1652,1652
3987,3147,95551,1652,1652
3988,8754,95550,1652,1653
3989,9095,95548,1653,1654
3990,4569,95548,1654,1655
3991,6983,95547,1655,1656
3992,2332,95546,1656,1657
3993,3022,95545,1657,1657
3994,734,95543,1657,1659
3995,6394,95543,1659,1659
3996,9014,95540,1659,1660
3997,3695,95540,1660,1660
3998,7787,95539,1660,1661
3999,3071,95538,1661,1662
4000,2819,95538,1662,1662
4001,4311,95536,1662,1662
4002,3474,95535,1662,1662
4003,6922,95534,1662,1662
4004,8657,95533,1662,1663
4005,701,95532,1663,1664
4006,1927,95532,1664,1664
4007,6381,95531,1664,1664
4008,2159,95531,1664,1665
4009,6489,95530,1665,1666
4010,7716,95529,1666,1666
4011,6355,95528,1666,1667
4012,82,95528,1667,1667
4013,7185,95526,1667,1667
4014,7440,95525,1667,1668
4015,4473,95525,1668,1668
4016,3854,95524,1668,1668
4017,8713,95524,1668,1669
4018,6431,95524,1669,1669
4019,5827,95520,1669,1669
4020,7320,95519,1669,1670
4021,3850,95515,1670,1670
4022,194,95514,1670,1671
4023,2633,95513,1671,1673
4024,7487,95513,1673,1673
4025,9869,95510,1673,1673
4026,1770,95510,1673,1674
4027,486,95504,1674,1675
4028,7702,95501,1675,1675
4029,6278,95501,1675,1676
4030,7294,95501,1676,1676
4031,9015,95500,1676,1676
4032,9292,95499,1676,1677
4033,6747,95499,1677,1677
4034,7456,95498,1677,1677
4035,585,95497,1677,1680
4036,5940,95494,1680,1680
4037,9249,95493,1680,1680
4038,7008,95493,1680,1681
4039,4282,95490,1681,1681
4040,5085,95489,1681,1683
4041,3015,95485,1683,1685
4042,8922,95484,1685,1685
4043,7987,95484,1685,1686
4044,381,95483,1686,1686
4045,7051,95482,1686,1686
4046,1009,95482,1686,1687
4047,5621,95481,1687,1688
4048,2211,95481,1688,1688
4049,4934,95480,1688,1688
4050,3417,95476,1688,1688
4051,9130,95476,1688,1688
4052,6910,95475,1688,1689
4053,7901,95475,1689,1689
4054,3762,95471,1689,1690
4055,7514,95470,1690,1690
4056,4387,95469,1690,1691
4057,3658,95469,1691,1692
4058,9923,95467,1692,1694
4059,366,95465,1694,1694
4060,1451,95464,1694,1696
4061,6046,95463,1696,1696
4062,954,95461,1696,1697
4063,6272,95461,1697,1698
4064,2237,95459,1698,1698
4065,9805,95457,1698,1699
4066,9757,95457,1699,1699
4067,8156,95457,1699,1700
4068,7057,95455,1700,1700
4069,8148,95455,1700,1701
4070,2601,95455,1701,1701
4071,3072,95455,1701,1703
4072,2780,95454,1703,1703
4073,3223,95449,1703,1703
4074,8466,95447,1703,1705
4075,6137,95446,1705,1706
4076,7743,95445,1706,1706
4077,10000,95444,1706,1707
4078,6940,95444,1707,1707
4079,5228,95442,1707,1707
4080,7499,95442,1707,1709
4081,5847,95442,1709,1709
4082,3411,95441,1709,1709
4083,7250,95439,1709,1710
4084,7113,95437,1710,1710
4085,5009,95436,1710,1710
4086,4576,95434,1710,1711
4087,7082,95432,1711,1711
4088,1981,95431,1711,1712
4089,9196,95429,1712,1712
4090,8641,95429,1712,1712
4091,4888,95428,1712,1713
4092,4556,95426,1713,1713
4093,4970,95425,1713,1713
4094,3368,95425,1713,1714
4095,5287,95424,1714,1715
4096,2482,95423,1715,1716
4097,5725,95423,1716,1717
4098,5122,95422,1717,1717
